time,timezone,latitude,longitude,summary,sunriseTime,sunsetTime,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,daylight,city
2019-10-28 00:00:00,Asia/Kolkata,29.238478,76.431885,Clear throughout the day.,2019-10-28 06:35:00,2019-10-28 17:43:00,0,0,2019-10-28 02:30:00,0,,17.89,2019-10-28 04:32:00,32.36,2019-10-28 13:33:00,18.16,2019-10-28 04:32:00,32.08,2019-10-28 13:33:00,11:08:00,Haryana
2019-10-24 00:00:00,Asia/Kolkata,23.473324,77.947998,Mostly cloudy throughout the day.,2019-10-24 06:20:00,2019-10-24 17:47:00,0.0022,0.0072,2019-10-24 02:30:00,0.04,rain,18.63,2019-10-24 03:46:00,28.1,2019-10-24 12:51:00,18.9,2019-10-24 03:46:00,28.39,2019-10-24 12:59:00,11:27:00,Madhya Pradesh
2019-10-23 00:00:00,Asia/Kolkata,17.874857,78.100815,Light rain and humid throughout the day.,2019-10-23 06:14:00,2019-10-23 17:52:00,0.4949,1.4591,2019-10-23 17:32:00,0.92,rain,20.62,2019-10-23 03:35:00,27.88,2019-10-23 12:36:00,21.67,2019-10-23 03:40:00,30.86,2019-10-23 12:44:00,11:38:00,Telangana
2019-10-21 00:00:00,Asia/Kolkata,29.238478,76.431885,Clear throughout the day.,2019-10-21 06:30:00,2019-10-21 17:50:00,0,0,2019-10-21 06:00:00,0,,18.14,2019-10-21 04:31:00,32.43,2019-10-21 13:33:00,18.41,2019-10-21 04:31:00,32.15,2019-10-21 13:33:00,11:20:00,Haryana
2019-10-23 00:00:00,Asia/Kolkata,19.601194,75.552979,Light rain until afternoon.,2019-10-23 06:26:00,2019-10-23 18:01:00,0.5212,2.3923,2019-10-23 05:17:00,0.98,rain,19.84,2019-10-23 03:52:00,27.08,2019-10-23 11:30:00,20.9,2019-10-23 03:55:00,28.74,2019-10-23 11:30:00,11:35:00,Maharashtra
2019-10-23 00:00:00,Asia/Kolkata,19.66328,75.300293,Light rain and humid throughout the day.,2019-10-23 06:27:00,2019-10-23 18:02:00,0.5752,1.9623,2019-10-23 04:07:00,0.97,rain,19.76,2019-10-23 03:44:00,26.12,2019-10-23 11:32:00,20.81,2019-10-23 03:46:00,26.44,2019-10-23 11:33:00,11:35:00,Maharashtra
2019-10-26 00:00:00,Asia/Kolkata,15.317277,75.71389,Possible light rain in the afternoon.,2019-10-26 06:23:00,2019-10-26 18:02:00,0.1082,0.5999,2019-10-26 14:43:00,0.85,rain,20.05,2019-10-26 04:20:00,27.17,2019-10-26 13:27:00,20.96,2019-10-26 04:22:00,28.96,2019-10-26 13:28:00,11:39:00,Karnataka
2019-10-22 00:00:00,Asia/Kolkata,23.745127,91.746826,Light rain in the morning and afternoon.,2019-10-22 05:25:00,2019-10-22 16:53:00,0.4594,1.3876,2019-10-22 08:23:00,0.89,rain,22.32,2019-10-22 04:19:00,29.13,2019-10-22 13:30:00,23.53,2019-10-22 04:19:00,35.6,2019-10-22 13:29:00,11:28:00,Tripura
2019-10-21 00:00:00,Asia/Kolkata,28.7041,77.1025,Foggy throughout the day.,2019-10-21 06:27:00,2019-10-21 17:48:00,0,0,2019-10-21 06:00:00,0,,18.52,2019-10-21 06:40:00,31.11,2019-10-21 15:23:00,18.92,2019-10-21 06:38:00,30.83,2019-10-21 15:23:00,11:21:00,Delhi
2019-10-28 00:00:00,Asia/Kolkata,28.7041,77.1025,Foggy throughout the day.,2019-10-28 06:32:00,2019-10-28 17:41:00,0,0,2019-10-28 02:30:00,0,,18.45,2019-10-28 02:48:00,29.89,2019-10-28 15:07:00,18.75,2019-10-28 02:48:00,29.64,2019-10-28 12:48:00,11:09:00,Delhi
2019-10-27 00:00:00,Asia/Kolkata,11.059821,78.387451,"Light rain until night, starting again in the afternoon.",2019-10-27 06:08:00,2019-10-27 17:55:00,0.2013,1.1267,2019-10-27 20:20:00,0.77,rain,24,2019-10-27 06:00:00,33.53,2019-10-27 14:32:00,25.03,2019-10-27 05:56:00,39.27,2019-10-27 15:15:00,11:47:00,Tamil Nadu
2019-10-27 00:00:00,Asia/Kolkata,15.317277,75.71389,Mostly cloudy throughout the day.,2019-10-27 06:23:00,2019-10-27 18:02:00,0.0018,0.0094,2019-10-27 09:30:00,0.15,rain,19.87,2019-10-27 03:34:00,27.12,2019-10-27 12:44:00,20.84,2019-10-27 03:38:00,28.42,2019-10-27 12:53:00,11:39:00,Karnataka
2019-10-31 00:00:00,Asia/Kolkata,15.317277,75.71389,Possible light rain in the evening.,2019-10-31 06:24:00,2019-10-31 18:00:00,0.1207,0.7749,2019-10-31 21:28:00,0.75,rain,20.14,2019-10-31 05:35:00,27.2,2019-10-31 13:27:00,21.07,2019-10-31 05:35:00,29.16,2019-10-31 13:26:00,11:36:00,Karnataka
2019-10-22 00:00:00,Asia/Kolkata,12.9141,74.856,Rain and humid throughout the day.,2019-10-22 06:23:00,2019-10-22 18:10:00,1.5225,3.8563,2019-10-22 17:16:00,1,rain,23.16,2019-10-22 00:31:00,30.91,2019-10-22 14:30:00,24.22,2019-10-22 00:31:00,34.53,2019-10-22 14:29:00,11:47:00,Mangalore
2019-10-24 00:00:00,Asia/Kolkata,22.978624,87.747803,Rain and humid throughout the day.,2019-10-24 05:41:00,2019-10-24 17:08:00,2.4864,5.958,2019-10-24 17:37:00,1,rain,21.12,2019-10-24 17:36:00,23.28,2019-10-24 00:00:00,22.38,2019-10-24 17:41:00,24.08,2019-10-24 00:00:00,11:27:00,West Bengal
2019-11-01 00:00:00,Asia/Kolkata,17.874857,78.100815,Humid and mostly cloudy throughout the day.,2019-11-01 06:18:00,2019-11-01 17:47:00,0.0667,0.46,2019-11-01 23:00:00,0.52,rain,20.65,2019-11-01 03:44:00,29.96,2019-11-01 13:26:00,21.63,2019-11-01 03:51:00,33.58,2019-11-01 13:25:00,11:29:00,Telangana
2019-10-29 00:00:00,Asia/Kolkata,17.874857,78.100815,Possible light rain in the afternoon.,2019-10-29 06:16:00,2019-10-29 17:49:00,0.2406,0.6663,2019-10-29 11:19:00,0.66,rain,21.27,2019-10-29 03:23:00,27.02,2019-10-29 13:23:00,22.42,2019-10-29 03:24:00,28.98,2019-10-29 13:21:00,11:33:00,Telangana
2019-10-29 00:00:00,Asia/Kolkata,28.7041,77.1025,Foggy throughout the day.,2019-10-29 06:32:00,2019-10-29 17:41:00,0.0019,0.0078,2019-10-29 21:25:00,0.01,rain,20.09,2019-10-29 04:42:00,28.05,2019-10-29 15:29:00,20.65,2019-10-29 04:42:00,28.64,2019-10-29 15:40:00,11:09:00,Delhi
2019-10-26 00:00:00,Asia/Kolkata,17.123184,79.208824,Light rain and humid throughout the day.,2019-10-26 06:10:00,2019-10-26 17:46:00,0.4349,2.1792,2019-10-26 20:35:00,0.97,rain,21.41,2019-10-26 04:24:00,30.97,2019-10-26 13:16:00,22.64,2019-10-26 04:25:00,36.04,2019-10-26 13:08:00,11:36:00,Telangana
2019-11-01 00:00:00,Asia/Kolkata,28.7041,77.1025,Foggy throughout the day.,2019-11-01 06:35:00,2019-11-01 17:38:00,0.0007,0.0054,2019-11-01 00:00:00,0.01,rain,18.23,2019-11-01 07:25:00,31.5,2019-11-01 14:33:00,18.76,2019-11-01 07:24:00,31.82,2019-11-01 14:16:00,11:03:00,Delhi
2019-10-27 00:00:00,Asia/Kolkata,12.9141,74.856,Light rain in the morning and afternoon.,2019-10-27 06:24:00,2019-10-27 18:07:00,0.479,2.1694,2019-10-27 11:29:00,0.97,rain,23.06,2019-10-27 03:28:00,30.13,2019-10-27 14:53:00,24.1,2019-10-27 03:28:00,34.49,2019-10-27 14:55:00,11:43:00,Mangalore
2019-10-22 00:00:00,Asia/Kolkata,15.317277,75.71389,Light rain starting in the morning.,2019-10-22 06:21:00,2019-10-22 18:04:00,0.246,0.8876,2019-10-22 18:21:00,0.92,rain,20.54,2019-10-22 03:41:00,26.9,2019-10-22 13:34:00,21.52,2019-10-22 03:46:00,28.69,2019-10-22 13:31:00,11:43:00,Karnataka
2019-11-03 00:00:00,Asia/Kolkata,20.94092,84.803467,Clear throughout the day.,2019-11-03 05:55:00,2019-11-03 17:16:00,0.0015,0.0052,2019-11-03 10:00:00,0.01,rain,19.35,2019-11-03 05:14:00,31.34,2019-11-03 13:11:00,19.96,2019-11-03 05:13:00,33.83,2019-11-03 13:10:00,11:21:00,Odisha
2019-10-25 00:00:00,Asia/Kolkata,28.7041,77.1025,Foggy throughout the day.,2019-10-25 06:30:00,2019-10-25 17:44:00,0.0033,0.0139,2019-10-25 12:19:00,0.02,rain,19.89,2019-10-25 05:54:00,30.27,2019-10-25 14:31:00,20.16,2019-10-25 05:55:00,29.99,2019-10-25 14:31:00,11:14:00,Delhi
2019-11-02 00:00:00,Asia/Kolkata,28.207609,79.82666,Clear throughout the day.,2019-11-02 06:24:00,2019-11-02 17:27:00,0.0023,0.0042,2019-11-02 00:00:00,0.05,rain,18.06,2019-11-02 04:45:00,31,2019-11-02 13:35:00,18.67,2019-11-02 04:48:00,31.7,2019-11-02 13:28:00,11:03:00,Uttar Pradesh
2019-10-31 00:00:00,Asia/Kolkata,20.94092,84.803467,Humid and partly cloudy throughout the day.,2019-10-31 05:54:00,2019-10-31 17:17:00,0.0014,0.0098,2019-10-31 20:34:00,0.01,rain,21.06,2019-10-31 05:15:00,31.27,2019-10-31 13:17:00,22.11,2019-10-31 05:14:00,34.7,2019-10-31 13:13:00,11:23:00,Odisha
2019-10-21 00:00:00,Asia/Kolkata,19.601194,75.552979,Light rain until afternoon.,2019-10-21 06:25:00,2019-10-21 18:02:00,0.4522,2.1008,2019-10-21 08:51:00,0.96,rain,20.05,2019-10-21 10:08:00,27.39,2019-10-21 17:29:00,21.21,2019-10-21 10:08:00,29.31,2019-10-21 17:29:00,11:37:00,Maharashtra
2019-10-25 00:00:00,Asia/Kolkata,20.94092,84.803467,Light rain until afternoon.,2019-10-25 05:51:00,2019-10-25 17:21:00,0.2751,1.9851,2019-10-25 00:00:00,0.97,rain,21.2,2019-10-25 21:59:00,27.82,2019-10-25 13:18:00,22.36,2019-10-25 22:35:00,31.63,2019-10-25 13:16:00,11:30:00,Odisha
2019-10-21 00:00:00,Asia/Kolkata,19.66328,75.300293,Light rain overnight and in the morning.,2019-10-21 06:26:00,2019-10-21 18:03:00,0.4246,1.8207,2019-10-21 10:00:00,0.95,rain,20,2019-10-21 03:54:00,27.88,2019-10-21 17:29:00,20.95,2019-10-21 03:57:00,29.84,2019-10-21 17:29:00,11:37:00,Maharashtra
2019-10-20 00:00:00,Asia/Kolkata,28.7041,77.1025,Foggy throughout the day.,2019-10-20 06:26:00,2019-10-20 17:49:00,0.002,0.0098,2019-10-20 00:00:00,0.01,rain,19.26,2019-10-20 07:31:00,31.82,2019-10-20 14:56:00,19.78,2019-10-20 07:30:00,31.54,2019-10-20 14:56:00,11:23:00,Delhi
2019-10-28 00:00:00,Asia/Kolkata,19.601194,75.552979,"Rain until night, starting again in the afternoon.",2019-10-28 06:28:00,2019-10-28 17:58:00,1.5729,9.211,2019-10-28 23:00:00,0.88,rain,19.98,2019-10-28 04:06:00,29.97,2019-10-28 14:58:00,20.92,2019-10-28 04:07:00,32.62,2019-10-28 14:51:00,11:30:00,Maharashtra
2019-10-28 00:00:00,Asia/Kolkata,19.66328,75.300293,"Heavy rain until night, starting again in the afternoon.",2019-10-28 06:29:00,2019-10-28 17:58:00,2.2108,12.0096,2019-10-28 23:00:00,0.88,rain,19.97,2019-10-28 04:03:00,30.06,2019-10-28 14:58:00,20.88,2019-10-28 04:06:00,32.27,2019-10-28 14:43:00,11:29:00,Maharashtra
2019-11-01 00:00:00,Asia/Kolkata,22.978624,87.747803,Humid and partly cloudy throughout the day.,2019-11-01 05:45:00,2019-11-01 17:03:00,0.0007,0.0051,2019-11-01 00:30:00,0.03,rain,20.24,2019-11-01 03:37:00,30.83,2019-11-01 13:25:00,21.23,2019-11-01 03:38:00,34.56,2019-11-01 13:22:00,11:18:00,West Bengal
2019-10-27 00:00:00,Asia/Kolkata,17.874857,78.100815,Rain and humid throughout the day.,2019-10-27 06:16:00,2019-10-27 17:50:00,1.2971,3.8518,2019-10-27 06:29:00,0.99,rain,20.62,2019-10-27 03:30:00,27.71,2019-10-27 13:33:00,21.7,2019-10-27 03:31:00,30.61,2019-10-27 13:34:00,11:34:00,Telangana
2019-10-30 00:00:00,Asia/Kolkata,26.244156,92.537842,Humid and partly cloudy throughout the day.,2019-10-30 05:28:00,2019-10-30 16:41:00,0.1566,1.4714,2019-10-30 19:47:00,0.3,rain,19.99,2019-10-30 05:09:00,30.49,2019-10-30 14:14:00,21.04,2019-10-30 05:07:00,35.8,2019-10-30 13:48:00,11:13:00,Assam
2019-10-25 00:00:00,Asia/Kolkata,29.238478,76.431885,Clear throughout the day.,2019-10-25 06:33:00,2019-10-25 17:46:00,0.0033,0.0139,2019-10-25 12:19:00,0.04,rain,18.15,2019-10-25 04:35:00,31.47,2019-10-25 13:39:00,18.46,2019-10-25 04:36:00,31.19,2019-10-25 13:39:00,11:13:00,Haryana
2019-10-30 00:00:00,Asia/Kolkata,21.295132,81.828232,Possible light rain in the afternoon.,2019-10-30 06:06:00,2019-10-30 17:29:00,0.1493,0.8969,2019-10-30 19:31:00,0.51,rain,21.37,2019-10-30 04:50:00,30.57,2019-10-30 14:42:00,22.44,2019-10-30 04:54:00,35.3,2019-10-30 14:09:00,11:23:00,Chhattisgarh
2019-10-22 00:00:00,Asia/Kolkata,17.123184,79.208824,"Light rain until night, starting again in the afternoon.",2019-10-22 06:09:00,2019-10-22 17:49:00,0.2787,1.2513,2019-10-22 02:31:00,0.93,rain,21.75,2019-10-22 03:31:00,29,2019-10-22 11:40:00,22.91,2019-10-22 03:32:00,32.98,2019-10-22 11:35:00,11:40:00,Telangana
2019-10-22 00:00:00,Asia/Kolkata,17.874857,78.100815,Light rain and humid throughout the day.,2019-10-22 06:14:00,2019-10-22 17:52:00,0.2582,0.8473,2019-10-22 12:34:00,0.89,rain,20.77,2019-10-22 03:22:00,27.06,2019-10-22 13:32:00,21.84,2019-10-22 03:24:00,29.2,2019-10-22 13:32:00,11:38:00,Telangana
2019-10-20 00:00:00,Asia/Kolkata,22.978624,87.747803,Humid and partly cloudy throughout the day.,2019-10-20 05:39:00,2019-10-20 17:11:00,0.028,0.1025,2019-10-20 20:09:00,0.21,rain,22.88,2019-10-20 04:28:00,32.69,2019-10-20 13:27:00,24.13,2019-10-20 04:29:00,40.18,2019-10-20 13:20:00,11:32:00,West Bengal
2019-10-29 00:00:00,Asia/Kolkata,23.473324,77.947998,Possible light rain in the morning and afternoon.,2019-10-29 06:23:00,2019-10-29 17:43:00,0.2737,1.1514,2019-10-29 11:42:00,0.74,rain,21.74,2019-10-29 03:33:00,29.3,2019-10-29 16:32:00,22.79,2019-10-29 03:35:00,31.94,2019-10-29 13:20:00,11:20:00,Madhya Pradesh
2019-11-01 00:00:00,Asia/Kolkata,23.473324,77.947998,Clear throughout the day.,2019-11-01 06:25:00,2019-11-01 17:41:00,0.001,0.0051,2019-11-01 00:28:00,0.04,rain,19.16,2019-11-01 04:30:00,31.59,2019-11-01 13:30:00,19.64,2019-11-01 04:31:00,33.1,2019-11-01 13:21:00,11:16:00,Madhya Pradesh
2019-11-02 00:00:00,Asia/Kolkata,15.2993,74.124,Humid and mostly cloudy throughout the day.,2019-11-02 06:31:00,2019-11-02 18:05:00,0.019,0.0814,2019-11-02 17:28:00,0.13,rain,21.9,2019-11-02 04:33:00,32.36,2019-11-02 13:01:00,22.95,2019-11-02 04:35:00,37.32,2019-11-02 13:12:00,11:34:00,Goa
2019-10-25 00:00:00,Asia/Kolkata,23.473324,77.947998,Overcast throughout the day.,2019-10-25 06:21:00,2019-10-25 17:46:00,0.0042,0.0156,2019-10-25 11:40:00,0.04,rain,18.65,2019-10-25 04:26:00,29.04,2019-10-25 13:12:00,18.92,2019-10-25 04:26:00,29.46,2019-10-25 12:55:00,11:25:00,Madhya Pradesh
2019-11-02 00:00:00,Asia/Kolkata,19.601194,75.552979,Possible light rain in the evening.,2019-11-02 06:30:00,2019-11-02 17:55:00,0.3678,1.2526,2019-11-02 01:19:00,0.91,rain,20.64,2019-11-02 04:03:00,28.93,2019-11-02 13:28:00,21.8,2019-11-02 04:07:00,31.68,2019-11-02 13:24:00,11:25:00,Maharashtra
2019-11-02 00:00:00,Asia/Kolkata,19.66328,75.300293,Possible light rain in the afternoon and evening.,2019-11-02 06:31:00,2019-11-02 17:56:00,0.501,1.5175,2019-11-02 20:31:00,0.93,rain,20.51,2019-11-02 04:06:00,28.1,2019-11-02 13:15:00,21.62,2019-11-02 04:10:00,30.65,2019-11-02 13:12:00,11:25:00,Maharashtra
2019-10-20 00:00:00,Asia/Kolkata,23.473324,77.947998,Possible drizzle in the morning.,2019-10-20 06:18:00,2019-10-20 17:50:00,0.0939,0.19,2019-10-20 11:46:00,0.65,rain,20.61,2019-10-20 04:31:00,26.54,2019-10-20 13:10:00,21.39,2019-10-20 04:32:00,27.96,2019-10-20 13:08:00,11:32:00,Madhya Pradesh
2019-10-28 00:00:00,Asia/Kolkata,28.207609,79.82666,Partly cloudy throughout the day.,2019-10-28 06:20:00,2019-10-28 17:31:00,0.0019,0.0083,2019-10-28 02:30:00,0.01,rain,17.11,2019-10-28 04:29:00,30.04,2019-10-28 13:29:00,17.52,2019-10-28 04:29:00,30.68,2019-10-28 13:21:00,11:11:00,Uttar Pradesh
2019-10-25 00:00:00,Asia/Kolkata,23.745127,91.746826,"Light rain until night, starting again in the afternoon.",2019-10-25 05:26:00,2019-10-25 16:51:00,0.1095,0.5091,2019-10-25 16:31:00,0.75,rain,20.44,2019-10-25 04:23:00,30.14,2019-10-25 11:20:00,21.3,2019-10-25 04:24:00,34.5,2019-10-25 12:10:00,11:25:00,Tripura
2019-10-28 00:00:00,Asia/Kolkata,15.317277,75.71389,Partly cloudy throughout the day.,2019-10-28 06:23:00,2019-10-28 18:01:00,0.0111,0.043,2019-10-28 05:41:00,0.18,rain,19.45,2019-10-28 04:17:00,29.97,2019-10-28 15:47:00,20.19,2019-10-28 04:20:00,32.58,2019-10-28 15:23:00,11:38:00,Karnataka
2019-10-21 00:00:00,Asia/Kolkata,28.207609,79.82666,Partly cloudy throughout the day.,2019-10-21 06:16:00,2019-10-21 17:37:00,0.0022,0.0087,2019-10-21 06:00:00,0.03,rain,17.89,2019-10-21 04:42:00,30.41,2019-10-21 13:34:00,18.19,2019-10-21 04:45:00,31.02,2019-10-21 13:33:00,11:21:00,Uttar Pradesh
2019-10-31 00:00:00,Asia/Kolkata,12.9141,74.856,Light rain and humid throughout the day.,2019-10-31 06:25:00,2019-10-31 18:06:00,0.8142,1.5688,2019-10-31 14:39:00,0.99,rain,24.2,2019-10-31 19:38:00,31.08,2019-10-31 11:23:00,25.31,2019-10-31 19:38:00,34.58,2019-10-31 11:22:00,11:41:00,Mangalore
2019-10-21 00:00:00,Asia/Kolkata,15.317277,75.71389,Light rain overnight and in the morning.,2019-10-21 06:21:00,2019-10-21 18:05:00,0.5486,2.7646,2019-10-21 00:32:00,0.94,rain,20.48,2019-10-21 04:24:00,26.65,2019-10-21 13:30:00,21.44,2019-10-21 04:27:00,28.24,2019-10-21 13:30:00,11:44:00,Karnataka
2019-10-23 00:00:00,Asia/Kolkata,15.317277,75.71389,Possible light rain and humid throughout the day.,2019-10-23 06:22:00,2019-10-23 18:04:00,0.1705,1.0915,2019-10-23 17:11:00,0.83,rain,20.17,2019-10-23 03:33:00,28.44,2019-10-23 13:40:00,21.18,2019-10-23 03:37:00,31.15,2019-10-23 13:41:00,11:42:00,Karnataka
2019-10-25 00:00:00,Asia/Kolkata,15.2993,74.124,Rain and humid throughout the day.,2019-10-25 06:29:00,2019-10-25 18:09:00,1.9319,3.6384,2019-10-25 23:00:00,1,rain,23.25,2019-10-25 06:32:00,26.74,2019-10-25 12:48:00,24.46,2019-10-25 06:30:00,29.53,2019-10-25 12:45:00,11:40:00,Goa
2019-10-25 00:00:00,Asia/Kolkata,32.084206,77.571167,Clear throughout the day.,2019-10-25 06:32:00,2019-10-25 17:38:00,0.0088,0.0475,2019-10-25 16:11:00,0.17,snow,-13.45,2019-10-25 05:30:00,-4.67,2019-10-25 13:15:00,-16.66,2019-10-25 05:22:00,-8.36,2019-10-25 13:14:00,11:06:00,Himachal Pradesh
2019-10-31 00:00:00,Asia/Kolkata,32.084206,77.571167,Clear throughout the day.,2019-10-31 06:36:00,2019-10-31 17:33:00,0.0073,0.0472,2019-10-31 17:06:00,0.2,snow,-11.29,2019-10-31 06:38:00,-4.59,2019-10-31 13:07:00,-15.11,2019-10-31 06:22:00,-8.36,2019-10-31 13:10:00,10:57:00,Himachal Pradesh
2019-10-22 00:00:00,Asia/Kolkata,21.295132,81.828232,Light rain in the afternoon and evening.,2019-10-22 06:02:00,2019-10-22 17:35:00,0.255,0.9538,2019-10-22 14:51:00,0.82,rain,19.77,2019-10-22 03:36:00,28.02,2019-10-22 12:38:00,20.67,2019-10-22 03:39:00,31.42,2019-10-22 12:41:00,11:33:00,Chhattisgarh
2019-10-20 00:00:00,Asia/Kolkata,26.244156,92.537842,Humid throughout the day.,2019-10-20 05:23:00,2019-10-20 16:49:00,0.0594,0.2256,2019-10-20 10:24:00,0.39,rain,21.55,2019-10-20 04:30:00,31.93,2019-10-20 13:24:00,22.72,2019-10-20 04:34:00,38.19,2019-10-20 13:04:00,11:26:00,Assam
2019-11-03 00:00:00,Asia/Kolkata,32.084206,77.571167,Possible light snow starting in the morning.,2019-11-03 06:39:00,2019-11-03 17:30:00,0.4148,0.7367,2019-11-03 14:22:00,0.84,snow,-11.61,2019-11-03 23:00:00,-4.84,2019-11-03 12:47:00,-14.31,2019-11-03 06:40:00,-9.59,2019-11-03 12:47:00,10:51:00,Himachal Pradesh
2019-10-24 00:00:00,Asia/Kolkata,10.850516,76.27108,Rain and humid throughout the day.,2019-10-24 06:16:00,2019-10-24 18:05:00,2.4576,15.7382,2019-10-24 02:33:00,1,rain,22.35,2019-10-24 18:55:00,30.94,2019-10-24 13:34:00,23.27,2019-10-24 18:53:00,36.1,2019-10-24 14:08:00,11:49:00,Kerala
2019-10-27 00:00:00,Asia/Kolkata,27.391277,73.432617,Clear throughout the day.,2019-10-27 06:44:00,2019-10-27 17:58:00,0,0,2019-10-27 09:30:00,0,,18.55,2019-10-27 04:41:00,32.56,2019-10-27 15:26:00,18.82,2019-10-27 04:41:00,32.28,2019-10-27 15:26:00,11:14:00,Rajasthan
2019-11-02 00:00:00,Asia/Kolkata,27.391277,73.432617,Mostly cloudy throughout the day.,2019-11-02 06:48:00,2019-11-02 17:54:00,0.022,0.1128,2019-11-02 05:26:00,0.11,rain,22.11,2019-11-02 04:24:00,32.62,2019-11-02 13:31:00,22.39,2019-11-02 04:24:00,32.34,2019-11-02 13:31:00,11:06:00,Rajasthan
2019-10-31 00:00:00,Asia/Kolkata,27.391277,73.432617,Clear throughout the day.,2019-10-31 06:47:00,2019-10-31 17:55:00,0,0,2019-10-31 17:28:00,0,,20.67,2019-10-31 05:38:00,34.5,2019-10-31 15:28:00,21.29,2019-10-31 05:38:00,34.22,2019-10-31 15:28:00,11:08:00,Rajasthan
2019-10-20 00:00:00,Asia/Kolkata,28.207609,79.82666,Overcast throughout the day.,2019-10-20 06:15:00,2019-10-20 17:38:00,0.002,0.0098,2019-10-20 00:00:00,0.02,rain,21.19,2019-10-20 04:29:00,30.05,2019-10-20 13:27:00,21.92,2019-10-20 04:29:00,31.84,2019-10-20 13:18:00,11:23:00,Uttar Pradesh
2019-10-30 00:00:00,Asia/Kolkata,22.978624,87.747803,Humid and partly cloudy throughout the day.,2019-10-30 05:44:00,2019-10-30 17:04:00,0.0122,0.082,2019-10-30 14:33:00,0.07,rain,19.87,2019-10-30 04:24:00,30.86,2019-10-30 14:16:00,20.83,2019-10-30 04:24:00,34.75,2019-10-30 14:15:00,11:20:00,West Bengal
2019-10-24 00:00:00,Asia/Kolkata,17.123184,79.208824,"Rain until night, starting again in the afternoon.",2019-10-24 06:10:00,2019-10-24 17:48:00,0.5384,3.0172,2019-10-24 14:33:00,0.97,rain,21.25,2019-10-24 04:04:00,28.57,2019-10-24 11:52:00,22.3,2019-10-24 04:06:00,32.75,2019-10-24 12:03:00,11:38:00,Telangana
2019-10-29 00:00:00,Asia/Kolkata,26.244156,92.537842,Humid and overcast throughout the day.,2019-10-29 05:28:00,2019-10-29 16:42:00,0.0018,0.0044,2019-10-29 20:00:00,0.05,rain,19.7,2019-10-29 04:22:00,30.34,2019-10-29 13:30:00,20.68,2019-10-29 04:24:00,35.9,2019-10-29 13:25:00,11:14:00,Assam
2019-11-01 00:00:00,Asia/Kolkata,26.244156,92.537842,Humid and partly cloudy throughout the day.,2019-11-01 05:30:00,2019-11-01 16:40:00,0.1916,1.1804,2019-11-01 05:40:00,0.4,rain,20.06,2019-11-01 04:35:00,29.43,2019-11-01 13:36:00,21.07,2019-11-01 04:39:00,33.41,2019-11-01 13:33:00,11:10:00,Assam
2019-10-30 00:00:00,Asia/Kolkata,10.850516,76.27108,Rain and humid throughout the day.,2019-10-30 06:17:00,2019-10-30 18:03:00,0.5941,3.0986,2019-10-30 20:38:00,0.98,rain,24.16,2019-10-30 19:47:00,31.55,2019-10-30 11:48:00,25.24,2019-10-30 19:41:00,36.54,2019-10-30 11:46:00,11:46:00,Kerala
2019-10-26 00:00:00,Asia/Kolkata,22.978624,87.747803,Possible light rain in the morning.,2019-10-26 05:42:00,2019-10-26 17:07:00,0.068,0.607,2019-10-26 06:39:00,0.55,rain,19.51,2019-10-26 04:52:00,24.38,2019-10-26 13:11:00,20.46,2019-10-26 05:04:00,24.99,2019-10-26 13:12:00,11:25:00,West Bengal
2019-10-22 00:00:00,Asia/Kolkata,23.473324,77.947998,Partly cloudy throughout the day.,2019-10-22 06:19:00,2019-10-22 17:48:00,0.0038,0.0123,2019-10-22 22:29:00,0.13,rain,18.95,2019-10-22 03:34:00,26.24,2019-10-22 10:42:00,19.46,2019-10-22 03:37:00,26.31,2019-10-22 10:42:00,11:29:00,Madhya Pradesh
2019-10-24 00:00:00,Asia/Kolkata,28.207609,79.82666,Clear throughout the day.,2019-10-24 06:18:00,2019-10-24 17:35:00,0.0022,0.0072,2019-10-24 02:30:00,0.03,rain,17.08,2019-10-24 03:44:00,30.35,2019-10-24 13:35:00,17.54,2019-10-24 03:47:00,30.44,2019-10-24 13:24:00,11:17:00,Uttar Pradesh
2019-10-25 00:00:00,Asia/Kolkata,11.059821,78.387451,Possible drizzle starting in the morning.,2019-10-25 06:08:00,2019-10-25 17:56:00,0.1253,0.3708,2019-10-25 20:09:00,0.79,rain,24.31,2019-10-25 06:20:00,34.64,2019-10-25 13:42:00,25.33,2019-10-25 06:19:00,39.68,2019-10-25 13:15:00,11:48:00,Tamil Nadu
2019-10-23 00:00:00,Asia/Kolkata,21.295132,81.828232,Possible drizzle in the morning.,2019-10-23 06:02:00,2019-10-23 17:34:00,0.0537,0.2199,2019-10-23 06:51:00,0.55,rain,20.52,2019-10-23 03:19:00,24.93,2019-10-23 12:44:00,21.43,2019-10-23 03:20:00,25.48,2019-10-23 12:30:00,11:32:00,Chhattisgarh
2019-11-01 00:00:00,Asia/Kolkata,17.123184,79.208824,Humid and partly cloudy throughout the day.,2019-11-01 06:12:00,2019-11-01 17:44:00,0.1205,0.8277,2019-11-01 17:34:00,0.47,rain,21.7,2019-11-01 03:30:00,30.59,2019-11-01 13:26:00,22.81,2019-11-01 03:31:00,36.19,2019-11-01 13:27:00,11:32:00,Telangana
